,b2
0,-5.322731267117734
1,-9.281005175555862
2,-2.810611771043566
3,-0.6495585101176001
4,-0.20686044125307998
5,0.01832541654470494
6,-0.043217011920007105
7,0.03367736638695869
8,-0.030425246702186458
9,0.027236286704181795
10,-0.02467115636597347
11,0.02251102821214524
12,-0.020669986027728245
13,0.019080157488820255
14,-0.01769369824494222
15,0.01647543813601963
16,-0.015398407966790975
17,0.01444101134318322
18,-0.013585510307910722
19,0.012817265427932255
20,-0.012124276216008718
